GRAMMAR,SPEAKING,LISTENING,WRITING,READING,Cluster
7.3,13.5,15.4,10.6,8.0,2
14.6,13.0,14.0,13.0,17.3,0
10.6,14.5,18.5,13.5,17.0,1
14.9,14.0,10.8,14.0,17.3,0
7.0,13.0,17.1,11.5,14.3,0
8.1,11.0,10.0,10.0,16.0,2
5.6,13.0,13.3,12.0,9.2,2
6.7,13.0,4.6,13.0,13.3,2
8.4,12.5,7.099999999999999,11.0,5.7,2
8.1,15.0,10.0,11.199999999999998,14.300000000000002,2
8.8,11.5,12.0,12.0,10.7,2
6.0,13.5,7.1,11.6,17.1,2
10.0,12.0,12.0,13.0,7.0,2
18.7,13.0,16.0,16.0,18.0,1
6.7,12.5,7.1,11.3,11.4,2
10.5,11.5,8.0,13.800000000000002,12.0,2
15.0,13.0,18.0,14.0,17.5,1
7.0,13.0,10.0,14.0,11.4,2
6.3,12.5,13.8,13.0,10.7,2
7.9,12.5,10.8,13.0,10.0,2
17.9,13.0,20.0,13.5,20.0,1
8.4,15.0,12.9,11.699999999999998,17.1,0
9.5,12.0,14.0,11.5,16.0,0
9.0,12.5,8.0,13.0,12.0,2
6.0,13.0,10.0,11.300000000000002,14.300000000000002,2
14.699999999999998,13.0,20.0,12.0,20.0,1
6.3,13.5,7.1,11.3,14.3,2
8.9,15.0,16.7,13.5,13.8,0
5.4,13.0,13.8,13.0,8.0,2
15.2,11.0,16.0,12.0,6.7,2
11.9,10.0,14.0,11.0,14.0,2
8.3,12.0,20.0,13.2,20.0,0
11.300000000000002,12.0,20.0,13.0,18.7,0
10.0,11.0,20.0,12.0,16.0,0
7.6,13.0,12.3,13.5,16.0,0
15.5,12.5,20.0,13.0,17.3,1
7.0,13.199999999999998,7.099999999999999,11.5,14.300000000000002,2
13.3,14.0,16.0,10.0,13.3,0
12.7,12.5,18.0,10.0,12.3,0
10.0,14.0,14.0,8.0,12.0,2
10.0,14.0,14.0,6.0,16.7,2
6.2,13.0,14.0,4.0,14.7,2
9.5,13.0,14.0,8.0,11.3,2
6.7,12.5,9.3,6.0,10.0,2
10.0,13.8,9.3,10.0,13.3,2
13.3,14.0,8.7,8.0,15.3,2
14.0,14.0,16.7,12.8,11.3,0
11.0,13.0,15.3,8.0,17.3,2
11.9,13.0,18.7,12.0,13.300000000000002,0
11.9,14.0,18.0,8.0,18.7,0
11.0,12.0,16.0,8.0,15.3,2
13.8,15.0,18.7,6.0,13.3,0
8.0,12.8,10.0,10.0,11.5,2
12.0,12.8,13.3,10.0,16.9,0
15.6,18.5,19.0,12.0,17.1,1
8.0,13.0,7.3,4.0,13.1,2
8.6,13.0,12.7,10.0,16.7,2
12.0,13.0,14.7,14.0,17.7,0
13.3,14.0,14.0,12.0,16.0,0
7.3,12.0,8.7,8.0,11.5,2
11.3,13.0,10.0,10.0,12.3,2
8.1,14.0,12.0,8.0,16.7,2
9.0,14.5,11.3,8.0,11.3,2
9.5,11.800000000000002,14.0,12.0,11.300000000000002,2
10.0,13.0,12.0,12.0,13.3,2
13.3,13.5,14.0,16.0,17.7,1
10.0,12.5,9.3,6.0,13.3,2
10.7,13.0,12.7,12.0,18.5,0
18.2,18.5,14.0,16.0,20.0,1
7.8,14.5,18.8,11.7,12.2,0
11.199999999999998,12.5,12.0,14.0,16.0,0
13.900000000000002,12.0,16.0,12.0,16.0,0
12.9,15.0,18.8,15.0,18.2,1
10.9,13.0,17.6,15.0,11.3,0
11.599999999999998,12.5,13.8,12.3,18.2,0
12.6,12.5,17.1,13.0,13.0,0
13.5,14.0,11.4,13.0,17.5,0
7.8,12.5,17.6,11.8,17.4,0
11.099999999999998,12.5,10.0,12.2,14.5,2
16.8,15.0,17.1,15.0,20.0,1
8.4,14.0,10.0,12.3,17.3,0
13.400000000000002,14.0,18.0,14.0,17.1,1
10.9,14.0,12.9,11.3,17.4,0
10.4,14.5,16.5,14.0,12.2,0
12.3,14.0,18.0,13.5,8.0,0
16.0,14.0,17.5,12.0,18.2,1
8.3,12.5,12.9,11.5,13.9,2
6.1,11.5,14.1,11.0,12.2,2
10.4,14.5,15.3,14.0,15.7,0
11.0,12.0,5.7,12.0,13.0,2
10.0,13.0,16.5,15.0,13.9,0
9.1,12.0,14.1,14.0,9.6,2
10.0,13.5,14.099999999999998,13.5,15.7,0
19.1,14.0,16.0,14.0,17.1,1
8.3,13.0,18.8,14.0,13.0,0
9.1,14.0,17.6,11.7,13.0,0
16.4,14.0,16.0,14.0,14.3,1
15.5,14.5,14.300000000000002,15.5,19.5,1
13.0,13.5,16.5,14.5,14.8,0
11.6,13.5,11.199999999999998,12.199999999999998,20.0,0
7.0,14.0,15.300000000000002,14.0,11.300000000000002,0
14.099999999999998,14.0,11.4,13.8,16.0,0
14.0,12.8,14.3,13.0,17.0,0
11.7,13.5,17.6,12.5,14.8,0
10.4,13.5,14.1,13.5,18.3,0
16.1,14.0,16.0,14.0,11.4,1
10.2,13.0,10.0,11.7,17.3,0
10.1,12.0,18.0,13.0,12.0,0
6.200000000000001,12.5,10.0,11.7,9.1,2
14.8,14.0,20.0,16.0,18.0,1
11.6,13.5,20.0,13.0,14.7,0
18.5,15.0,14.0,13.0,17.3,1
9.4,13.5,14.3,11.7,13.8,0
8.7,13.0,16.5,13.0,15.7,0
16.3,14.5,8.6,14.8,18.0,1
12.5,13.0,17.1,12.8,15.5,0
14.7,12.0,16.0,13.0,16.0,0
12.6,15.0,16.5,14.5,14.800000000000002,1
15.7,13.0,14.0,14.0,17.1,0
9.8,13.5,8.8,14.0,17.3,0
10.0,12.5,16.5,11.3,16.5,0
13.6,13.5,20.0,13.0,14.699999999999998,1
8.4,14.5,7.5,13.0,12.699999999999998,2
7.8,11.5,14.1,12.8,13.0,2
15.0,13.0,14.3,13.8,18.5,0
13.3,13.0,14.3,13.0,9.0,0
14.799999999999999,13.5,18.0,12.2,16.0,1
10.2,12.5,11.2,12.0,20.0,0
15.200000000000001,13.0,16.0,14.0,14.0,0
16.4,13.5,16.0,14.0,17.1,1
10.9,13.0,17.6,14.0,13.0,0
10.2,12.5,8.8,11.7,17.3,2
15.1,14.0,8.6,13.8,16.5,0
16.9,15.0,17.5,12.7,18.2,1
11.6,14.0,11.2,12.7,15.5,0
19.1,14.0,20.0,13.5,16.0,1
16.0,14.0,14.3,13.5,17.0,1
19.5,15.0,20.0,14.5,18.0,1
14.199999999999998,12.5,18.0,12.0,10.0,0
11.1,12.0,14.0,13.0,16.0,0
4.0,13.0,5.0,14.0,14.5,2
10.9,14.0,16.5,14.5,16.5,0
9.6,13.0,17.6,14.0,13.900000000000002,0
10.2,12.0,20.0,10.0,8.0,2
11.300000000000002,10.0,16.0,9.0,12.0,2
19.6,15.0,20.0,14.5,16.0,1
9.8,15.0,12.5,14.5,16.4,0
18.2,15.0,18.0,15.0,20.0,1
7.400000000000001,13.0,14.1,13.5,13.0,0
15.400000000000002,14.0,18.0,14.0,16.0,1
11.9,12.0,18.0,12.0,14.0,0
10.4,15.0,15.300000000000002,14.5,15.699999999999998,0
14.7,14.0,20.0,13.5,15.0,1
9.8,15.0,8.8,16.0,17.3,0
6.7,12.0,14.3,11.5,11.0,2
6.7,13.0,11.4,12.0,10.0,2
8.7,12.0,16.0,13.0,16.0,0
5.8,13.0,6.2,13.0,18.2,2
16.0,13.0,8.6,14.8,19.5,0
14.899999999999999,12.0,18.0,13.0,18.0,0
6.3,12.8,14.3,12.5,13.5,2
18.7,14.5,14.3,14.0,19.0,1
14.9,13.0,14.299999999999999,13.5,17.0,0
15.800000000000002,13.0,16.0,13.0,20.0,1
14.5,13.0,16.0,12.5,13.0,0
8.9,13.0,11.2,12.3,16.4,0
18.7,13.0,20.0,13.5,16.0,1
13.400000000000002,13.5,20.0,13.0,14.7,1
19.6,16.5,20.0,15.0,16.0,1
19.8,16.5,20.0,15.5,16.0,1
10.9,13.0,20.0,12.5,14.7,0
10.2,14.0,13.8,13.5,15.5,0
10.0,13.0,10.6,13.5,15.699999999999998,0
8.3,11.0,12.0,12.0,14.7,2
10.2,13.0,16.0,13.0,14.7,0
10.5,13.0,14.0,14.0,14.3,0
9.6,14.0,18.8,16.0,12.2,0
11.2,13.5,12.6,14.0,13.3,0
7.5,11.0,12.0,12.0,16.0,2
3.2999999999999994,11.0,10.0,13.0,18.0,2
17.2,14.0,16.0,15.0,16.0,1
15.3,13.0,20.0,12.0,16.0,1
16.0,12.5,18.7,12.0,15.0,0
13.3,14.5,15.0,11.7,19.1,1
13.0,13.0,20.0,14.0,14.0,0
15.4,13.0,14.3,13.0,17.0,0
12.2,14.0,16.0,13.8,14.0,0
17.3,14.0,20.0,13.0,17.0,1
15.8,14.0,16.0,12.2,20.0,1
7.0,13.0,9.4,13.0,9.6,2
10.0,11.0,14.0,12.0,17.1,0
9.1,14.0,9.4,13.0,10.4,2
8.3,13.0,11.8,13.0,11.3,2
2.7999999999999994,11.0,8.0,13.0,6.0,2
19.3,13.5,20.0,14.0,18.7,1
11.6,12.0,10.7,12.0,13.0,2
9.6,11.5,18.8,12.7,13.9,0
13.3,13.0,18.0,13.0,12.0,0
13.7,14.0,17.1,13.6,17.5,1
14.3,14.5,15.3,14.5,16.5,1
8.9,13.5,15.0,14.0,18.2,0
12.0,11.0,13.300000000000002,11.0,3.0,2
10.9,14.5,14.3,12.3,13.8,0
8.4,13.0,11.199999999999998,13.0,13.6,2
9.4,12.0,18.0,12.0,6.7,2
12.1,13.0,14.0,14.0,8.6,0
15.300000000000002,13.0,16.0,16.0,17.3,1
15.0,13.0,20.0,14.0,14.0,1
11.1,13.5,10.0,13.5,14.5,0
6.5,12.5,9.4,13.0,15.7,2
7.4,12.5,11.8,13.0,14.8,2
18.5,13.0,20.0,13.5,18.0,1
9.8,14.0,13.800000000000002,12.0,15.5,0
14.1,13.0,20.0,13.0,17.0,1
11.8,12.5,14.0,12.5,9.3,2
5.3,11.5,10.0,11.199999999999998,15.5,2
17.9,12.0,14.0,13.5,20.0,1
6.5,13.0,9.4,13.0,13.0,2
6.3,11.0,8.0,11.0,13.3,2
16.5,13.5,20.0,13.0,13.300000000000002,1
14.1,12.5,16.0,13.0,18.7,0
9.8,12.0,13.800000000000002,11.300000000000002,18.2,0
7.0,13.0,8.2,12.0,13.9,2
15.6,13.0,18.0,12.0,12.0,0
18.9,14.5,20.0,16.0,18.0,1
7.0,13.5,5.9,13.0,13.0,2
9.5,16.7,12.3,9.4,16.9,0
16.3,20.0,13.8,15.3,20.0,1
10.5,11.5,14.1,10.8,13.0,2
10.800000000000002,11.0,16.0,12.5,12.0,2
11.5,13.0,14.5,13.0,14.0,0
13.5,14.0,15.3,14.0,16.5,1
13.2,14.5,17.1,13.8,17.6,1
11.1,13.0,12.3,13.0,19.0,0
11.3,13.0,18.5,12.0,15.0,0
10.2,12.5,14.1,12.0,16.5,0
13.0,15.0,18.5,14.5,20.0,1
16.6,14.0,20.0,14.0,17.1,1
9.2,12.0,14.1,11.3,14.8,2
13.5,13.5,12.9,13.0,17.4,0
10.3,13.5,12.0,13.0,14.0,0
10.8,15.0,15.7,12.5,11.8,0
8.5,12.5,15.300000000000002,11.800000000000002,20.0,0
6.6,11.5,12.9,11.0,13.0,2
7.2,12.0,10.8,12.5,17.0,2
7.7,14.0,16.5,14.0,13.9,0
6.5,12.0,7.1,10.0,8.7,2
8.8,13.0,11.8,13.0,15.7,0
18.5,14.5,20.0,14.0,17.1,1
12.3,13.0,11.8,13.0,12.2,0
9.8,12.5,15.3,11.7,17.4,0
15.3,14.0,18.0,14.0,17.1,1
14.0,14.0,20.0,15.5,19.0,1
11.7,14.0,17.6,14.0,16.5,1
11.199999999999998,13.5,14.300000000000002,12.699999999999998,15.300000000000002,0
9.2,14.0,12.9,13.5,16.5,0
2.9,10.0,7.3,11.0,8.0,2
12.3,13.5,15.400000000000002,13.5,19.0,0
9.1,13.0,15.4,13.0,17.5,0
10.7,15.0,16.5,12.0,18.3,0
9.3,15.0,16.5,15.0,16.5,1
15.7,14.0,20.0,13.0,14.3,1
8.8,13.5,12.9,12.8,12.9,0
8.0,13.0,14.5,13.0,14.0,0
12.1,13.0,16.0,14.0,12.9,0
8.2,13.0,12.0,13.0,10.0,2
17.8,14.0,18.0,13.0,16.0,1
11.3,14.5,16.5,14.0,13.9,0
14.3,14.0,20.0,14.5,19.0,1
9.4,14.0,13.8,13.0,15.0,0
12.2,13.0,14.5,14.0,12.0,0
12.3,15.0,18.8,14.0,16.5,1
13.8,13.0,20.0,13.0,14.3,0
8.4,13.0,10.0,13.0,11.8,2
8.9,12.0,17.6,10.8,15.7,0
12.4,13.2,10.0,13.0,16.0,0
7.2,13.5,5.7,13.0,8.2,2
6.2,12.0,12.9,12.7,7.0,2
11.3,13.8,20.0,14.0,20.0,1
9.1,10.0,18.5,12.0,15.0,2
12.7,14.0,12.7,13.0,13.0,0
8.8,14.5,17.1,11.7,12.9,0
14.1,14.0,18.2,14.0,18.0,1
16.0,14.0,20.0,14.0,20.0,1
11.5,13.0,15.3,13.8,19.1,0
8.0,13.0,17.1,11.7,15.3,0
9.1,14.0,16.9,13.0,19.0,0
16.0,15.0,18.6,15.0,16.5,1
11.2,15.0,18.6,13.0,9.4,0
16.6,13.5,12.0,13.5,15.6,0
13.6,14.0,18.5,13.5,17.0,1
19.5,14.5,20.0,15.0,17.8,1
15.5,12.0,18.0,11.0,11.1,0
10.9,11.0,18.2,12.0,10.0,2
11.5,14.5,21.2,14.0,12.2,1
11.5,13.0,16.2,13.5,13.0,0
11.3,12.5,16.0,10.0,11.1,2
9.7,11.0,16.0,10.0,11.1,2
19.2,14.0,18.0,14.5,20.0,1
11.6,14.0,15.7,14.0,15.3,0
16.5,14.5,20.0,15.0,14.0,1
9.2,13.0,8.2,12.5,18.3,0
13.7,14.5,18.2,14.0,18.0,1
10.9,12.0,20.0,12.5,14.0,0
16.2,15.0,15.300000000000002,14.0,18.3,1
14.9,14.5,20.0,14.0,14.5,1
12.8,14.5,11.4,14.0,10.6,0
6.6,12.0,12.3,12.0,16.0,2
7.400000000000001,12.800000000000002,15.4,12.0,12.5,2
7.8,13.5,14.5,14.0,14.0,0
13.4,13.0,18.5,14.8,19.0,1
11.7,12.0,20.0,13.0,12.0,0
11.7,12.8,15.4,12.5,13.0,0
14.7,15.0,16.9,14.0,18.0,1
10.9,13.0,15.4,13.0,19.0,0
13.5,13.800000000000002,14.5,14.5,14.0,0
10.4,13.0,20.0,12.5,10.9,0
11.900000000000002,12.5,14.0,13.0,20.0,0
19.7,16.0,18.0,16.0,17.8,1
19.5,15.0,20.0,15.0,20.0,1
8.8,13.0,10.0,13.5,11.8,2
6.900000000000001,13.0,12.9,13.0,10.4,2
11.4,13.0,18.0,13.5,12.0,0
9.4,11.0,18.0,12.5,17.1,0
7.7,13.0,20.0,14.0,9.6,0
12.9,14.0,20.0,14.0,10.7,0
13.2,11.5,16.0,12.0,8.0,2
14.6,14.5,12.0,16.0,12.9,1
11.3,14.0,16.0,15.0,11.8,0
14.2,13.0,20.0,13.5,20.0,1
9.2,13.0,17.1,13.8,5.9,2
12.5,14.5,16.0,14.0,15.3,1
12.3,13.0,18.5,13.5,17.0,0
12.1,14.5,18.0,15.0,17.6,1
11.9,14.0,15.4,13.5,19.0,0
13.4,13.5,18.0,13.0,20.0,1
8.5,11.0,18.0,11.5,17.1,0
6.5,13.5,11.8,13.0,8.7,2
9.2,13.5,10.6,13.0,12.2,2
7.900000000000001,12.0,16.0,13.0,11.800000000000002,2
18.4,13.0,16.0,13.0,20.0,1
11.5,11.5,20.0,11.5,12.7,0
8.5,12.0,16.5,12.5,12.2,2
12.5,13.0,14.0,13.0,18.0,0
9.8,13.0,18.5,13.0,18.0,0
10.4,14.0,12.1,14.3,15.3,0
9.3,11.0,20.0,11.0,10.9,2
8.4,15.0,12.0,11.7,15.4,0
7.599999999999999,13.0,17.1,13.5,11.800000000000002,0
8.0,14.5,12.9,12.800000000000002,16.5,0
9.6,12.5,14.0,12.0,8.6,2
13.699999999999998,13.0,20.0,14.0,13.300000000000002,0
15.300000000000002,12.0,14.0,13.0,10.699999999999998,0
9.6,14.0,11.4,13.0,11.800000000000002,0
10.8,13.5,14.1,13.0,17.4,0
16.7,13.0,14.0,14.0,16.0,1
10.0,15.0,14.300000000000002,11.300000000000002,9.4,0
15.1,14.0,20.0,13.5,16.4,1
10.8,12.5,10.0,12.5,20.0,0
4.4,13.0,11.4,11.699999999999998,10.6,2
16.3,12.0,14.0,13.699999999999998,14.699999999999998,0
11.300000000000002,13.0,12.0,14.0,14.699999999999998,0
5.8,13.0,12.9,13.0,11.300000000000002,2
16.4,13.0,14.0,14.0,10.7,0
18.2,14.0,20.0,15.0,20.0,1
8.1,13.5,14.1,13.0,13.9,0
16.3,14.0,18.0,13.5,13.3,1
3.1,11.0,3.5,10.0,2.6,2
8.3,13.0,6.0,12.8,16.2,2
7.8,14.0,10.0,12.0,18.8,0
14.0,12.8,10.0,13.0,17.1,0
7.8,13.0,4.0,12.8,10.0,2
9.8,13.0,16.4,11.5,13.3,0
8.1,13.5,13.3,13.0,20.0,0
12.6,14.0,16.7,14.0,20.0,1
13.5,15.0,18.2,14.5,13.3,1
12.5,14.8,16.9,13.8,6.700000000000001,0
9.7,13.5,16.0,14.0,16.0,0
12.8,14.5,18.0,13.0,12.5,0
8.8,13.5,14.4,13.5,20.0,0
16.1,13.8,18.5,14.0,10.0,1
13.0,14.0,20.0,14.0,13.3,1
12.900000000000002,14.0,18.5,13.8,12.5,0
15.1,14.0,18.2,14.0,13.300000000000002,1
11.699999999999998,12.5,10.0,14.0,11.199999999999998,2
7.2,13.0,18.0,13.0,12.5,0
6.7,12.8,10.9,12.8,6.7,2
10.7,14.0,18.2,13.0,6.700000000000001,0
10.0,12.7,12.7,12.8,11.7,2
7.8,13.0,10.0,13.5,16.2,0
12.5,12.0,18.5,13.0,7.5,0
7.8,13.5,10.0,13.8,13.8,2
11.0,12.0,14.0,11.0,20.0,0
14.7,12.5,16.9,14.0,12.5,0
5.6,13.0,6.7,13.0,6.7,2
16.1,14.0,13.3,13.0,13.3,0
11.6,14.0,14.5,14.0,15.0,0
9.1,13.0,16.4,12.5,1.7,2
14.5,13.0,12.0,14.0,20.0,0
9.4,14.5,10.0,12.5,13.8,0
11.4,14.0,16.9,13.5,5.0,0
7.3,13.0,14.0,12.0,11.4,2
18.6,18.0,20.0,18.0,20.0,1
7.2,12.0,10.0,12.0,12.5,2
12.5,14.0,12.0,13.0,14.3,0
11.2,12.0,13.8,11.5,5.0,2
10.2,14.0,18.2,14.0,5.0,0
12.8,13.0,14.5,13.0,11.7,0
8.4,14.0,14.4,13.5,16.7,0
9.5,13.5,14.4,13.0,6.7,2
15.300000000000002,12.8,16.9,13.5,6.7,0
15.2,13.0,12.0,14.0,20.0,0
15.5,13.5,12.0,14.0,20.0,1
9.3,13.0,12.7,13.0,8.3,2
15.6,14.5,16.0,14.0,13.8,1
4.8,11.0,20.0,11.0,10.9,2
14.9,13.0,20.0,13.0,14.5,1
15.6,14.0,18.2,14.0,13.3,1
18.5,14.5,20.0,15.0,12.7,1
11.0,11.0,10.0,13.0,20.0,0
9.8,12.5,17.8,13.0,13.3,0
11.5,13.0,12.0,13.5,17.1,0
11.0,13.0,13.0,11.0,17.1,0
18.9,14.5,18.0,14.5,10.900000000000002,1
15.4,14.5,20.0,14.0,16.7,1
12.599999999999998,13.0,15.599999999999998,13.5,20.0,0
12.1,13.0,14.0,14.0,20.0,0
13.9,15.0,16.0,13.5,11.4,1
14.5,12.0,18.0,13.0,8.0,0
13.3,13.0,20.0,12.5,12.5,0
6.1,13.5,8.0,13.0,10.0,2
14.0,14.0,16.4,13.5,13.3,0
13.3,13.0,14.0,14.0,20.0,0
11.4,12.5,16.4,13.0,10.0,0
16.5,14.0,16.4,13.5,10.0,1
12.1,14.5,16.4,13.5,11.7,0
11.9,13.5,15.4,13.0,14.0,0
6.0,12.5,6.700000000000001,13.0,3.3,2
18.1,15.0,20.0,14.0,14.5,1
15.5,14.5,20.0,14.0,12.699999999999998,1
6.7,13.0,20.0,12.5,4.0,2
14.699999999999998,13.5,13.800000000000002,14.0,15.0,0
13.3,14.0,16.9,13.0,6.7,0
17.3,13.0,20.0,14.0,20.0,1
12.7,13.0,13.8,10.0,11.7,2
11.9,13.0,10.9,13.7,8.3,2
10.4,13.5,18.5,13.5,8.3,0
14.9,14.0,14.5,14.0,16.7,1
6.1,12.5,6.0,13.0,18.8,2
9.3,12.800000000000002,12.0,13.0,5.7,2
10.0,10.0,18.0,12.0,10.9,2
16.7,13.0,16.0,13.0,13.3,0
6.1,13.5,8.0,14.0,10.0,2
11.9,13.0,14.5,13.0,13.3,0
11.2,14.0,10.0,14.0,18.2,0
4.3,12.0,8.0,12.0,12.7,2
12.6,13.0,16.0,14.0,4.0,2
4.9,12.0,10.0,12.5,13.3,2
18.7,14.0,20.0,15.0,20.0,1
17.2,13.0,13.800000000000002,14.0,20.0,1
12.7,13.0,18.5,14.0,16.7,0
16.4,13.5,18.0,14.0,14.5,1
11.3,13.0,15.4,12.8,12.0,0
16.4,11.0,16.0,12.5,14.5,0
15.9,13.0,20.0,13.0,16.7,1
17.9,13.0,14.0,14.0,12.7,0
9.0,12.0,14.0,13.0,5.5,2
11.300000000000002,14.0,14.0,13.800000000000002,12.699999999999998,0
7.2,12.0,2.0,12.0,14.5,2
11.8,12.0,10.0,13.0,10.0,2
13.7,16.0,20.0,14.0,10.8,1
14.3,13.0,12.0,14.0,20.0,0
12.6,11.0,14.0,13.0,20.0,0
9.5,13.0,6.7,13.0,13.3,2
11.0,12.0,14.0,13.0,12.699999999999998,0
11.199999999999998,13.0,13.300000000000002,14.0,13.300000000000002,0
16.2,12.0,16.0,13.0,13.3,0
11.699999999999998,14.5,8.0,14.0,8.8,2
13.7,13.0,18.2,13.0,10.0,0
12.7,13.5,12.3,12.0,11.7,0
17.3,13.0,16.0,14.0,14.5,1
7.0,12.0,12.2,12.5,13.3,2
14.299999999999999,14.0,20.0,14.0,16.4,1
18.4,13.0,16.0,15.0,10.0,1
12.8,12.0,16.9,13.0,16.0,0
16.0,14.0,14.0,14.0,16.4,1
8.2,12.0,12.0,13.0,14.5,2
13.4,12.0,18.0,13.0,12.7,0
15.0,13.5,18.0,13.5,18.2,1
8.4,13.0,15.6,13.0,16.7,0
7.0,13.0,10.0,12.5,10.0,2
15.7,13.0,10.0,14.0,14.5,0
3.9,12.0,8.0,12.0,11.2,2
7.7,13.0,8.9,13.0,16.7,2
11.6,14.0,15.6,14.0,20.0,1
7.0,13.5,15.4,12.5,12.0,0
8.8,13.0,8.9,14.0,13.300000000000002,2
8.4,13.0,13.3,12.5,10.0,2
12.0,12.800000000000002,14.0,13.0,9.1,2
8.2,12.0,18.0,13.0,8.0,2
10.1,12.0,18.0,13.0,12.0,0
5.5,13.0,18.0,13.0,8.0,2
11.4,13.0,18.0,13.0,4.0,2
5.599999999999999,13.0,8.0,13.0,6.2,2
11.6,14.0,16.7,13.0,13.300000000000002,0
9.2,13.0,13.800000000000002,13.0,10.0,2
11.6,14.0,11.1,14.0,20.0,0
15.9,13.0,14.0,13.5,18.2,1
8.7,12.8,14.0,4.0,13.1,2
12.9,13.0,13.3,12.0,18.0,0
15.3,15.0,18.0,10.0,16.2,1
16.1,16.5,19.0,16.7,20.0,1
9.0,12.0,15.3,6.0,14.7,2
12.900000000000002,14.0,15.3,10.0,17.3,0
8.0,14.0,16.0,12.0,11.5,0
11.4,14.0,13.3,10.0,12.7,2
14.799999999999999,13.5,13.3,8.0,14.0,2
10.3,11.8,13.0,5.6,17.1,2
18.1,14.0,18.0,11.2,15.3,1
15.2,14.0,16.0,10.0,19.3,0
7.6,13.0,10.7,4.0,17.3,2
6.7,13.0,10.0,8.0,16.0,2
12.2,18.3,20.0,14.3,20.0,1
9.0,12.5,10.7,4.0,12.7,2
11.4,12.8,13.3,10.0,14.7,2
11.0,13.0,13.3,12.0,18.7,0
9.0,12.800000000000002,14.0,8.0,18.7,2
11.9,12.8,16.0,10.0,15.3,0
13.300000000000002,13.0,12.699999999999998,14.0,14.0,0
10.3,10.0,14.699999999999998,8.6,17.5,2
16.1,18.3,20.0,17.1,20.0,1
13.3,14.0,14.0,12.0,15.3,0
6.1,14.0,7.1,13.9,12.7,2
7.400000000000001,11.5,8.8,12.0,8.6,2
11.0,8.0,15.0,12.0,16.7,2
5.0,13.5,11.4,14.0,13.6,2
11.6,13.0,12.5,13.9,18.0,0
8.9,13.0,16.9,13.0,13.3,0
14.0,14.0,18.5,14.0,13.3,1
8.3,13.0,10.8,12.5,5.3,2
15.7,15.0,12.5,15.5,18.0,1
8.6,12.5,16.9,13.900000000000002,6.700000000000001,2
9.5,13.0,15.0,13.0,17.1,0
8.9,13.0,12.3,13.0,4.0,2
13.8,11.5,15.4,14.2,16.7,0
10.2,13.5,16.9,13.0,16.0,0
8.2,12.0,15.400000000000002,13.7,12.2,0
15.5,13.0,11.199999999999998,13.5,20.0,0
7.2,13.0,10.0,14.2,14.5,2
11.6,13.0,12.5,14.0,12.0,0
10.7,13.0,13.8,13.0,18.0,0
10.7,13.0,10.0,12.8,14.0,2
16.1,14.5,15.4,13.0,7.8,0
6.0,12.5,15.4,13.0,5.3,2
14.6,14.0,16.0,13.0,12.5,0
12.7,14.0,16.2,14.0,20.0,1
12.3,14.0,16.2,14.0,14.0,0
15.4,13.3,16.7,14.0,13.3,0
11.8,13.0,16.0,11.0,6.2,2
20.0,16.0,20.0,19.0,20.0,1
8.2,13.0,10.0,12.8,12.7,2
17.3,13.0,18.0,13.0,11.2,0
12.3,14.0,9.2,14.0,7.8,2
12.0,15.0,10.0,15.0,18.0,0
14.5,11.5,15.0,12.5,16.0,0
12.4,13.0,12.3,13.0,9.3,2
12.4,13.0,13.799999999999999,13.0,8.0,2
9.7,13.5,16.9,14.2,12.2,0
14.3,13.0,15.0,13.5,10.0,0
14.5,13.9,16.7,13.9,10.0,0
8.4,15.0,8.8,13.0,18.0,0
8.9,10.0,10.0,11.0,12.6,2
15.5,12.0,11.699999999999998,12.5,15.0,0
16.6,13.0,16.2,13.0,16.0,1
18.4,13.5,13.3,14.0,18.8,1
11.7,13.5,20.0,13.0,12.0,0
18.3,12.8,16.0,12.6,12.5,0
17.6,12.800000000000002,20.0,11.0,12.5,0
17.3,14.0,13.3,13.5,17.5,1
14.9,13.0,13.8,13.5,14.7,0
11.400000000000002,13.5,16.9,13.5,12.0,0
9.2,10.0,20.0,12.0,10.0,2
17.6,16.0,20.0,11.0,13.8,1
10.3,13.0,16.2,13.0,11.4,0
15.7,13.0,16.9,13.0,14.4,0
15.9,14.0,12.5,14.5,16.0,1
13.8,10.0,15.0,12.0,16.7,0
6.6,11.0,11.2,11.5,14.0,2
17.3,14.5,17.5,14.0,18.0,1
15.0,13.0,18.8,12.5,12.0,0
11.800000000000002,12.0,20.0,13.0,12.0,0
8.9,12.5,16.9,13.0,10.7,0
17.3,14.0,16.7,13.8,15.0,1
18.7,14.0,16.7,14.0,15.0,1
7.4,12.0,13.8,12.0,14.3,2
15.9,12.5,13.800000000000002,12.0,15.6,0
14.9,13.5,16.9,13.0,13.3,0
16.9,13.0,14.0,12.0,18.3,0
14.9,12.5,13.8,13.0,7.8,0
12.0,13.0,12.5,13.0,16.0,0
8.9,14.0,15.4,13.0,11.1,0
17.5,13.5,15.0,14.0,16.0,1
6.5,12.5,7.1,13.0,17.3,2
16.6,11.0,10.0,12.9,11.199999999999998,2
19.6,11.0,12.0,10.0,18.3,0
13.6,13.0,15.0,12.8,20.0,0
14.5,13.0,10.0,14.0,10.5,0
9.9,12.0,12.0,12.0,10.5,2
13.0,12.0,17.5,14.0,14.300000000000002,0
4.4,12.0,7.7,12.5,4.0,2
